"CountryCode","SeriesCode","DESCRIPTION",
"LBN","NY.GDP.MKTP.PP.CD","Estimates are based on regression.",
"LBN","IT.NET.USER.ZS","Ministère des Postes et des Télécommunications.",
"LBN","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"LBR","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"LBR","SM.POP.NETM","Data source: United Nations World Population Prospects",
"LBR","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"LBR","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"LBR","SP.POP.GROW","Data source: United Nations World Population Prospects",
"LBR","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"LBR","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"LBR","DT.DOD.DECT.CD","Long-term public and publicly guaranteed debt data for 2019 are based on reports provided by the country and World Bank staff estimates based on the original terms of the loans. Long-term private nonguaranteed debt data for 2019 are World Bank staff estimates based on the market data. Data include the effects of Paris Club rescheduling agreement signed in 2008 and 2010, and HIPC and MDRI debt relief.",
"LBR","IT.CEL.SETS.P2","Liberia Telecommunications Corporation (LTC). Ministry of Posts and Telecommunications",
"LBR","PA.NUS.FCRF","Data are reported in Liberian dollars.",
"LBR","SM.POP.TOTL","Estimates are derived from data on foreign-born population. ",
"LBR","IT.MLT.MAIN.P2","Liberia Telecommunications Corporation (LTC). Ministry of Posts and Telecommunications",
"LBR","IT.CEL.SETS","Liberia Telecommunications Corporation (LTC). Ministry of Posts and Telecommunications",
"LBR","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"LBR","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)",
"LBR","IT.MLT.MAIN","Liberia Telecommunications Corporation (LTC). Ministry of Posts and Telecommunications",
"LBR","IT.NET.BBND.P2","Liberia Telecommunications Corporation (LTC). Ministry of Posts and Telecommunications",
"LBR","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"LBR","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"LBR","IT.NET.BBND","Liberia Telecommunications Corporation (LTC). Ministry of Posts and Telecommunications",
"LBR","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"LBR","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"LBR","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"LBR","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"LBR","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"LBR","IT.NET.USER.ZS","Liberia Telecommunications Corporation (LTC). Ministry of Posts and Telecommunications",
"LBR","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"LBR","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"LBY","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"LBY","NY.GDP.MKTP.PP.KD","Estimates are based on regression.",
"LBY","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders.",
"LBY","IT.CEL.SETS.P2","Ministry of Transport and Communications. National Economic Strategy.",
"LBY","IT.NET.BBND.P2","Ministry of Transport and Communications. National Economic Strategy.",
"LBY","NY.GNP.MKTP.PP.KD","Estimates are based on regression.",
"LBY","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"LBY","NY.GDP.PCAP.PP.KD","Estimates are based on regression.",
"LBY","NY.GDP.MKTP.PP.CD","Estimates are based on regression.",
"LBY","MS.MIL.XPND.CD","1960-1976 SIPRI estimates.",
"LBY","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"LBY","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"LBY","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"LBY","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"LBY","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"LBY","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"LBY","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"LBY","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"LBY","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"LBY","NY.GNP.MKTP.PP.CD","Estimates are based on regression.",
"LBY","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"LBY","NE.CON.PRVT.PP.KD","Estimates are based on regression.",
"LBY","SP.POP.GROW","Data source: United Nations World Population Prospects",
"LBY","SM.POP.NETM","Data source: United Nations World Population Prospects",
"LBY","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"LBY","NY.GNP.PCAP.PP.CD","Estimates are based on regression.",
"LBY","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"LBY","IT.NET.USER.ZS","Ministry of Transport and Communications. National Economic Strategy.",
"LBY","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"LBY","ST.INT.DPRT","Includes overnight visitors (tourists) only.",
"LBY","SG.GEN.PARL.ZS","Following the popular uprising and protracted fighting that eventually ousted Col. Muammar Gaddafi, the General People's Congress - the unicameral parliament of the now defunct Libyan Arab Jamahiriya - has ceased to function. Parliamentary elections are expected to be held in 2012 under the supervision of the National Transitional Council, the interim government of the new Libya.",
"LBY","NY.GNP.PCAP.PP.KD","Estimates are based on regression.",
"LBY","SM.POP.TOTL","Estimates are derived from data on foreign population. Foreign population is people who are citizens of a country other the country in which they reside. ",
"LBY","IT.MLT.MAIN.P2","Ministry of Transport and Communications. National Economic Strategy.",
"LBY","IT.CEL.SETS","Ministry of Transport and Communications. National Economic Strategy.",
"LBY","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"LBY","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"LBY","MS.MIL.XPND.CN","1960-1976 SIPRI estimates.",
"LBY","IT.MLT.MAIN","Ministry of Transport and Communications. National Economic Strategy.",
"LBY","NY.GDP.PCAP.PP.CD","Estimates are based on regression.",
"LBY","IT.NET.BBND","Ministry of Transport and Communications. National Economic Strategy.",
"LBY","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"LBY","NE.CON.PRVT.PP.CD","Estimates are based on regression.",
"LCA","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"LCA","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"LCA","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"LCA","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"LCA","IT.MLT.MAIN.P2","Cable and Wireless (W.I.) Ltd.  (C&W). National Telecommunications Regulatory Commission",
"LCA","IT.NET.BBND","Cable and Wireless (W.I.) Ltd.  (C&W). National Telecommunications Regulatory Commission",
"LCA","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"LCA","IT.NET.BBND.P2","Cable and Wireless (W.I.) Ltd.  (C&W). National Telecommunications Regulatory Commission",
"LCA","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"LCA","SP.POP.GROW","Data source: United Nations World Population Prospects",
"LCA","IT.MLT.MAIN","Cable and Wireless (W.I.) Ltd.  (C&W). National Telecommunications Regulatory Commission",
"LCA","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"LCA","IT.CEL.SETS","Cable and Wireless (W.I.) Ltd.  (C&W). National Telecommunications Regulatory Commission",
"LCA","SM.POP.TOTL","Estimates are derived from data on foreign-born population. ",
"LCA","IT.NET.USER.ZS","Cable and Wireless (W.I.) Ltd.  (C&W). National Telecommunications Regulatory Commission",
"LCA","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"LCA","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"LCA","IT.CEL.SETS.P2","Cable and Wireless (W.I.) Ltd.  (C&W). National Telecommunications Regulatory Commission",
"LCA","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"LCA","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)",
"LCA","SM.POP.NETM","Data source: United Nations World Population Prospects",
"LCA","DT.DOD.DECT.CD","Long-term public and publicly guaranteed debt data for 2019 are based on reports provided by the country. Long-term private nonguaranteed debt data are not available. Short-term debt for 2019 is sourced by the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds).",
"LCA","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"LCA","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"LCA","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"LCA","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"LCA","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"LCA","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders. Excluding yacht passenger arrivals.",
"LCN","SH.H2O.SMDW.RU.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"LCN","SH.H2O.SMDW.UR.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"LCN","SH.H2O.SMDW.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"LCN","SH.STA.OWGH.ME.ZS","Aggregate data are based on UNICEF, WHO, and the World Bank harmonized JME dataset.",
"LCN","SH.STA.SMSS.RU.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"LCN","SH.STA.SMSS.UR.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"LCN","SH.STA.SMSS.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"LCN","SH.STA.STNT.ME.ZS","Aggregate data are based on UNICEF, WHO, and the World Bank harmonized JME dataset.",
"LIC","SH.STA.OWGH.ME.ZS","Aggregate data are based on UNICEF, WHO, and the World Bank harmonized JME dataset; and computed based on the income groupings for the World Bank fiscal year in which the data was released by the JME.",
"LIC","SH.STA.SMSS.RU.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"LIC","SH.H2O.SMDW.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"LIC","SH.H2O.SMDW.UR.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"LIC","SH.H2O.SMDW.RU.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"LIC","SH.STA.SMSS.UR.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"LIC","SH.STA.SMSS.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"LIC","SH.STA.STNT.ME.ZS","Aggregate data are based on UNICEF, WHO, and the World Bank harmonized JME dataset; and computed based on the income groupings for the World Bank fiscal year in which the data was released by the JME.",
"LIE","IT.NET.BBND.P2","Office for Communications.",
"LIE","SP.DYN.LE00.MA.IN","Data source: Eurostat",
"LIE","IT.MLT.MAIN","Office for Communications.",
"LIE","SP.POP.GROW","Data source: United Nations World Population Prospects",
"LIE","IT.CEL.SETS","Office for Communications.",
"LIE","SP.DYN.LE00.FE.IN","Data source: Eurostat",
"LIE","IS.RRS.GOOD.MT.K6","Source: OECD",
"LIE","SP.DYN.CDRT.IN","Data source: Eurostat",
"LIE","SP.DYN.TFRT.IN","Data source: Eurostat, Liechtenstein Bureau of Statistics",
"LIE","IT.NET.USER.ZS","Office for Communications.",
"LIE","IT.MLT.MAIN.P2","Office for Communications.",
"LIE","IT.CEL.SETS.P2","Office for Communications.",
"LIE","SM.POP.TOTL","Estimates are derived from data on foreign population. Foreign population is people who are citizens of a country other the country in which they reside. ",
"LIE","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"LIE","SP.DYN.CBRT.IN","Data source: Eurostat",
"LIE","IT.NET.BBND","Office for Communications.",
"LIE","IS.RRS.PASG.KM","Source: OECD",
"LIE","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"LIE","ST.INT.ARVL","Includes overnight visitors (tourists) only. Arrivals of non-resident tourists in all types of accommodation establishments. Excluding long term tourists on campgrounds and in holiday flats. 1995-2006: Non-resident tourists staying in hotels and similar establishments.",
"LKA","IT.CEL.SETS.P2","Telecommunications Regulatory Commission of Sri Lanka.",
"LKA","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"LKA","SM.POP.TOTL","Estimates are derived from data on foreign population. Foreign population is people who are citizens of a country other the country in which they reside. ",
"LKA","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"LKA","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"LKA","SM.POP.NETM","Data source: United Nations World Population Prospects",
"LKA","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"LKA","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"LKA","IS.RRS.GOOD.MT.K6","Source: Internation Union of Railways (UIC)",
"LKA","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"LKA","SP.POP.TOTL","Data source: Department of Census and Statistics Sri Lanka, United Nations World Population Prospects",
"LKA","MS.MIL.XPND.CD","1960-2003 SIPRI estimates.",
"LKA","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders.",
"LKA","MS.MIL.XPND.CN","1960-2003 SIPRI estimates.",
"LKA","IT.NET.BBND.P2","Telecommunications Regulatory Commission of Sri Lanka.",
"LKA","DT.DOD.DECT.CD","Long-term public and publicly guaranteed and long-term private nonguaranteed debt data for 2019 are based on reports provided by the country. Short-term debt data for 2019 are sourced by the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds).",
"LKA","MS.MIL.XPND.ZS","1990-2003 SIPRI estimates.",
"LKA","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"LKA","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"LKA","SP.POP.GROW","Data source: Department of Census and Statistics Sri Lanka, United Nations World Population Prospects",
"LKA","IT.CEL.SETS","Telecommunications Regulatory Commission of Sri Lanka.",
"LKA","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"LKA","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"LKA","IT.MLT.MAIN.P2","Telecommunications Regulatory Commission of Sri Lanka.",
"LKA","VC.IHR.PSRC.P5","Changes in definitions and/or counting rules are reported by the Member State to indicate a break in the time series.",
"LKA","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"LKA","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"LKA","IS.RRS.PASG.KM","Source: Internation Union of Railways (UIC)",
"LKA","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"LKA","ST.INT.DPRT","Includes overnight visitors (tourists) only.",
"LKA","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"LKA","IT.NET.BBND","Telecommunications Regulatory Commission of Sri Lanka.",
"LKA","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"LKA","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"LKA","IT.NET.USER.ZS","Telecommunications Regulatory Commission of Sri Lanka.",
"LKA","IT.MLT.MAIN","Telecommunications Regulatory Commission of Sri Lanka.",
"LKA","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"LMC","SH.STA.STNT.ME.ZS","Aggregate data are based on UNICEF, WHO, and the World Bank harmonized JME dataset; and computed based on the income groupings for the World Bank fiscal year in which the data was released by the JME.",
"LMC","SH.STA.SMSS.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"LMC","SH.STA.SMSS.UR.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"LMC","SH.STA.SMSS.RU.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"LMC","SH.STA.OWGH.ME.ZS","Aggregate data are based on UNICEF, WHO, and the World Bank harmonized JME dataset; and computed based on the income groupings for the World Bank fiscal year in which the data was released by the JME.",
"LMC","SH.H2O.SMDW.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"LMC","SH.H2O.SMDW.UR.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"LMC","SH.H2O.SMDW.RU.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"LMY","SH.STA.OWGH.ME.ZS","Aggregate data are based on UNICEF, WHO, and the World Bank harmonized JME dataset; and computed based on the income groupings for the World Bank fiscal year in which the data was released by the JME.",
"LMY","SH.STA.STNT.ME.ZS","Aggregate data are based on UNICEF, WHO, and the World Bank harmonized JME dataset; and computed based on the income groupings for the World Bank fiscal year in which the data was released by the JME.",
"LSO","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"LSO","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders. Due to an improvement in the data collection with the help of “Statistics South Africa”, from 2014 the data are not comparable with those of previous years.",
"LSO","IT.NET.USER.ZS","Telecomm Lesotho (TCL), From 2002: Lesotho Telecommunications Authority (LTA).",
"LSO","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"LSO","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"LSO","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"LSO","IT.NET.BBND","Telecomm Lesotho (TCL), From 2002: Lesotho Telecommunications Authority (LTA).",
"LSO","IT.CEL.SETS.P2","Telecomm Lesotho (TCL), From 2002: Lesotho Telecommunications Authority (LTA).",
"LSO","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"LSO","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"LSO","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"LSO","SM.POP.TOTL","Estimates are derived from data on foreign population. Foreign population is people who are citizens of a country other the country in which they reside. Number of refugees reported by the UN Refugee Agency (UNHCR) are added to the migrant stock estimates. ",
"LSO","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"LSO","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"LSO","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"LSO","IT.CEL.SETS","Telecomm Lesotho (TCL), From 2002: Lesotho Telecommunications Authority (LTA).",
"LSO","SP.POP.GROW","Data source: United Nations World Population Prospects",
"LSO","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)",
"LSO","SM.POP.NETM","Data source: United Nations World Population Prospects",
"LSO","DT.DOD.DECT.CD","Long-term public and publicly guaranteed and short-term debt data for 2019 are based on reports provided by the country. Long-term private nonguaranteed debt data are not available. Short-term debt for 2019 is based on data from the BIS.",
"LSO","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"LSO","IT.NET.BBND.P2","Telecomm Lesotho (TCL), From 2002: Lesotho Telecommunications Authority (LTA).",
"LSO","MS.MIL.XPND.ZS","1988-1992 SIPRI estimates.",
"LSO","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"LSO","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"LSO","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"LSO","IT.MLT.MAIN","Telecomm Lesotho (TCL), From 2002: Lesotho Telecommunications Authority (LTA).",
"LSO","MS.MIL.XPND.CN","1976-1982 SIPRI estimates.",
"LSO","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"LSO","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"LSO","IT.MLT.MAIN.P2","Telecomm Lesotho (TCL), From 2002: Lesotho Telecommunications Authority (LTA).",
"LSO","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"LSO","MS.MIL.XPND.CD","1976-1982 SIPRI estimates.",
"LTU","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"LTU","TM.TAX.MRCH.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"LTU","TM.TAX.TCOM.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"LTU","TM.TAX.MANF.BR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"LTU","TM.TAX.TCOM.BC.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"LTU","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders.",
"LTU","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"LTU","IT.MLT.MAIN","Lithuanian Telecom. From 2002: Communications Regulatory Authority.",
"LTU","TM.TAX.MRCH.WM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"LTU","SP.POP.TOTL","Data source: Eurostat, Statistics Lithuania",
"LTU","TM.TAX.MRCH.IP.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"LTU","IT.CEL.SETS.P2","Lithuanian Telecom. From 2002: Communications Regulatory Authority.",
"LTU","SP.DYN.LE00.MA.IN","Data source: Eurostat, Statistics Lithuania",
"LTU","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"LTU","MS.MIL.XPND.CD","1993-1995 SIPRI estimates.",
"LTU","ST.INT.DPRT","Includes overnight visitors (tourists) and same-day visitors (excursionists).",
"LTU","IS.RRS.PASG.KM","Source: OECD",
"LTU","TM.TAX.MANF.BC.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"LTU","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"LTU","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"LTU","TM.TAX.MANF.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"LTU","SP.DYN.CBRT.IN","Data source: Eurostat",
"LTU","TM.TAX.TCOM.SM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"LTU","PA.NUS.FCRF","Data are reported in Lithuanian litas.",
"LTU","MS.MIL.XPND.CN","1993-1995 SIPRI estimates.",
"LTU","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"LTU","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"LTU","SP.DYN.CDRT.IN","Data source: Eurostat",
"LTU","SP.DYN.AMRT.MA","Data source: Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research.",
"LTU","SM.POP.NETM","Data source: United Nations World Population Prospects",
"LTU","MS.MIL.XPND.ZS","1993-1995 SIPRI estimates.",
"LTU","TM.TAX.TCOM.SR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"LTU","SP.DYN.AMRT.FE","Data source: Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research.",
"LTU","IT.NET.BBND.P2","Lithuanian Telecom. From 2002: Communications Regulatory Authority.",
"LTU","TM.TAX.MRCH.BC.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"LTU","SP.POP.GROW","Data source: Eurostat, Statistics Lithuania",
"LTU","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"LTU","TM.TAX.TCOM.BR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"LTU","TM.TAX.MANF.SR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"LTU","IT.CEL.SETS","Lithuanian Telecom. From 2002: Communications Regulatory Authority.",
"LTU","TM.TAX.MANF.WM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"LTU","TM.TAX.MANF.SM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"LTU","SM.POP.TOTL","Estimates are derived from data on foreign-born population. ",
"LTU","IS.RRS.GOOD.MT.K6","Source: OECD",
"LTU","TM.TAX.TCOM.IP.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"LTU","TM.TAX.TCOM.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"LTU","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
