CountryName,CountryCode,Region,IndicatorName,IndicatorCode,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
American Samoa,ASM,East Asia & Pacific,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,East Asia & Pacific,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,,,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,East Asia & Pacific,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,,,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,East Asia & Pacific,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,East Asia & Pacific,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,,,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,East Asia & Pacific,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,,,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,East Asia & Pacific,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,3.154961176,3.445115097,3.685848121,3.446174678,3.529174509,3.770044068,,,,,,,,,,,,,,,
American Samoa,ASM,East Asia & Pacific,"Mortality caused by road traffic injury (per 100,000 population)",SH.STA.TRAF.P5,,,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,East Asia & Pacific,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",SH.STA.WASH.P5,,,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,East Asia & Pacific,Number of infant deaths,SH.DTH.IMRT,,,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,East Asia & Pacific,"Population, total",SP.POP.TOTL,57049,57816,58496,59077,59495,59684,59557,59109,58367,57490,56675,56084,55755,55669,55717,55791,55806,55739,55617,55461,55312
American Samoa,ASM,East Asia & Pacific,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,,,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,East Asia & Pacific,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,East Asia & Pacific,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0.702426564,0.703140481,0.700882475,0.885478158,,,,
American Samoa,ASM,East Asia & Pacific,"School enrollment, secondary (% net)",SE.SEC.NENR,,,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,East Asia & Pacific,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,,,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,East Asia & Pacific,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,,,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,East Asia & Pacific,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,East Asia & Pacific,Urban land area (sq. km),AG.LND.TOTL.UR.K2,,116.1668701,,,,,,,,,,116.1668701,,,,,,,,,
Andorra,AND,Europe & Central Asia,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Andorra,AND,Europe & Central Asia,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,,,,,,,,,,,,,,,,,,,,,
Andorra,AND,Europe & Central Asia,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,,,,,,,,,,,,,,,,,,,,,
Andorra,AND,Europe & Central Asia,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,,5.88990307,5.93786001,6.09685135,5.52953768,5.27981806,5.5754261,4.93509436,4.9255476,5.80598593,6.20233727,6.64963865,6.24652863,6.10150337,5.98780346,5.97912455,6.23245335,6.34349346,6.54431868,6.71033096,
Andorra,AND,Europe & Central Asia,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,,,,,,,,,,,,6.6,,,,,,,,,7.7
Andorra,AND,Europe & Central Asia,GDP per capita (current US$),NY.GDP.PCAP.CD,19262.30899,21854.2468,22970.51221,25067.24006,32272.84589,37966.18725,40064.22493,42674.75897,47804.84993,48719.65877,43504.21565,40850.24814,43334.81141,38686.46126,39540.72481,41303.92937,35770.7767,37475.63506,38964.90448,41791.96984,40897.33087
Andorra,AND,Europe & Central Asia,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,1.65971005,,1.544119954,1.644970059,2.244899988,2.104690075,2.873929977,3.142920017,2.976629972,2.98706007,,2.506160021,3.074209929,3.28034997,3.237070084,3.217089891,3.246720076,3.151619911
Andorra,AND,Europe & Central Asia,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,3.200000048,3.200000048,2.589999914,,3.299999952,,2.7,2.6,2.6,,2.5,,,,,,,,,,
Andorra,AND,Europe & Central Asia,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,75,84,84,84,81,77,79,84,91,97,96,96,99,96,94,95,94,94,98,98,98
Andorra,AND,Europe & Central Asia,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,97,97,97,98,96,98,94,91,94,98,98,99,99,98,95,96,96,97,99,99,99
Andorra,AND,Europe & Central Asia,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,,,,,,,,,,,,,,,,,,,,,
Andorra,AND,Europe & Central Asia,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,,,,,,,,,,,,,,,,,,,,,
Andorra,AND,Europe & Central Asia,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,32.00248563,36.00397614,43.70145973,46.81009008,70.90951327,76.5515975,81.8593328,85.1974862,76.80204151,76.55672414,76.42281236,77.5556845,77.66725972,77.48067987,79.14799317,83.62390012,91.44351438,98.49282637,104.3324113,107.2825494,113.9573773
Andorra,AND,Europe & Central Asia,"Mortality caused by road traffic injury (per 100,000 population)",SH.STA.TRAF.P5,,,,,,,,,,,,,,,7.6,,,,,,
Andorra,AND,Europe & Central Asia,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",SH.STA.WASH.P5,,,,,,,,,,,,,,,,,,,,,
Andorra,AND,Europe & Central Asia,Number of infant deaths,SH.DTH.IMRT,5,5,5,5,4,4,4,4,4,4,4,3,3,3,3,2,2,2,2,2,2
Andorra,AND,Europe & Central Asia,"Population, total",SP.POP.TOTL,64368,65390,67344,70048,73180,76250,78871,80995,82682,83860,84461,84454,83748,82427,80770,79213,77993,77295,76997,77008,77146
Andorra,AND,Europe & Central Asia,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,,,,,,,,,,,,,,,,,,,,,
Andorra,AND,Europe & Central Asia,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,
Andorra,AND,Europe & Central Asia,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,100,100,100,100,100,98.93617021,98.82352941,94.59459459,75,80.05082592,76.54320988,88.73114463,86.51315789,86.6894198,88.7532694,89.43217666,86.1167002,,,,
Andorra,AND,Europe & Central Asia,"School enrollment, secondary (% net)",SE.SEC.NENR,,,,,,,,,,,,,,,,,,,,,
Andorra,AND,Europe & Central Asia,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,,,,,,,,,,,,,,,,,,,,,
Andorra,AND,Europe & Central Asia,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,,13.28,,,,,12.55,,,,,11.11,,,,,11.01,,,11.02,
Andorra,AND,Europe & Central Asia,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,
Andorra,AND,Europe & Central Asia,Urban land area (sq. km),AG.LND.TOTL.UR.K2,,,,,,,,,,,,,,,,,,,,,
Angola,AGO,Sub-Saharan Africa,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,20,26.38386917,27.4656353,28.53676033,29.59622383,30.64655495,37.5,38.49,33.80418396,34.87972641,34.6,37.10102463,38.24899292,32,42,41.79737854,43.0016098,45.29,45.67031479
Angola,AGO,Sub-Saharan Africa,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,,,22.43313438,41.88534691,10.07866715,-5.254696764,11.58336631,17.62304154,-6.061294073,-21.39085596,34.54823893,10.23597689,19.10769661,13.92563527,9.833312491,8.655498137,0.659241427,0.581264989,-1.547439314,-10.72793151,1.122570483
