CountryName,CountryCode,Region,IndicatorName,IndicatorCode,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Africa Eastern and Southern,AFE,0,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,7.890433361,9.290755151,5.942109823,8.33381706,8.195583674,4.879611063,8.516734349,8.913501057,8.076088279,12.47582913,8.711276906,6.200155956,9.482540486,8.939646828,5.71749357,5.525819234,5.33008753,6.44588097,6.221375289,4.751803016,4.124350725
Africa Eastern and Southern,AFE,0,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,51.04419133,51.27612888,51.60645828,52.04314928,52.5858534,53.22891347,53.96655013,54.79170665,55.6823435,56.60979892,57.54877186,58.47069668,59.35359492,60.18556105,60.95336296,61.64736659,62.25928837,62.78768149,63.24626353,63.64898804,64.00519747
Africa Eastern and Southern,AFE,0,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,1.527336253,2.51535823,3.460504794,4.562978727,6.031836752,7.949496954,12.48357942,16.80095702,21.49708967,27.87913161,32.32536845,38.90075983,48.47290174,53.25814846,58.23449161,62.53731242,67.99350423,64.96315617,64.88158725,72.93173353,78.46344745
Africa Eastern and Southern,AFE,0,"Mortality caused by road traffic injury (per 100,000 population)",SH.STA.TRAF.P5,,31.09990473,30.35933791,30.66962038,30.88435349,30.41548593,29.98140548,29.89302472,28.78201856,28.39862192,28.56579298,28.4201736,28.22562955,28.31742167,27.8746644,28.24941423,28.51741207,28.9520608,28.92411609,28.9569384,29.38050962
Africa Eastern and Southern,AFE,0,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",SH.STA.WASH.P5,,,,,,,,,,,,,,,,,,39.4194412,,,
Africa Eastern and Southern,AFE,0,Number of infant deaths,SH.DTH.IMRT,1361498,1346690,1327186,1304067,1279833,1255556,1230622,1207867,1182956,1157811,1132731,1110381,1086830,1065065,1046894,1029161,1012357,995937,980107,964681,951962
Africa Eastern and Southern,AFE,0,"Population, total",SP.POP.TOTL,387977990,398113044,408522129,419223717,430246635,441630149,453404076,465581372,478166911,491173160,504604672,518468229,532760424,547482863,562601578,578075373,593871847,609978946,626392880,643090131,660046272
Africa Eastern and Southern,AFE,0,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,,,,,,,,,,,,,,,,,,,,,
Africa Eastern and Southern,AFE,0,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,
Africa Eastern and Southern,AFE,0,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,15.43567173,15.98373752,17.5841681,18.03563739,16.93033505,16.94477679,17.69127316,18.47292394,18.17346896,18.28864249,19.75533847,21.16299933,21.32377935,21.79582504,22.73260394,24.96658943,25.67587875,,,,
Africa Eastern and Southern,AFE,0,"School enrollment, secondary (% net)",SE.SEC.NENR,,,,,,,,,,,,,,,,,,,,,
Africa Eastern and Southern,AFE,0,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,,10.88172203,10.512551,10.37343399,10.2298788,10.00820163,9.864339203,9.702909128,9.664930518,9.893849043,9.852882893,9.467780221,9.063697548,8.859790305,8.749413803,8.565869403,8.479565194,8.324659338,8.244061696,8.128884315,8.036293388
Africa Eastern and Southern,AFE,0,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,,5.014051016,,,,,4.85658758,,,,,5.417114845,,,,,5.200565328,,,5.17091073,
Africa Eastern and Southern,AFE,0,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,7.742893422,7.657697704,7.673219513,7.937704647,7.802388884,7.329253097,7.131358868,6.914849871,6.587475264,6.097317662,6.300056087,6.879693861,6.730719832,6.578242998,6.480672678,6.414462162,6.46859789,6.546351147,6.523060744,6.414391648,6.47226929
Africa Eastern and Southern,AFE,0,Urban land area (sq. km),AG.LND.TOTL.UR.K2,,95751.92911,,,,,,,,,,95751.92911,,,,,,,,,
Africa Western and Central,AFW,0,Access to electricity (% of population),EG.ELC.ACCS.ZS,34.9963281,34.65801135,35.6643106,36.40355023,40.6739752,37.7579127,38.00790869,39.86070626,40.74423219,41.68669872,41.86571258,41.73088116,45.90129863,44.13035389,47.01816265,47.74549899,46.75227908,50.94893858,48.84820476,51.25325261,51.34142147
Africa Western and Central,AFW,0,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,7.896594702,4.123718989,12.6868941,13.35572864,7.159453657,-0.083664498,7.567770285,13.97296679,4.337390609,-2.279556103,8.055758331,4.47924703,-1.399402858,12.96776491,3.440254446,6.566774711,0.23657404,-2.800449527,0.712289022,2.936523755,2.775638146
Africa Western and Central,AFW,0,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,,22.42898873,,,,,,,,,,27.24583929,,,,,29.55501956,,,,31.64384537
Africa Western and Central,AFW,0,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,,3.710301722,3.672106509,3.270579453,4.663837004,4.506436618,4.351285387,4.23547135,4.036949073,3.857527275,3.938632907,3.65409745,3.650505123,3.61726218,3.730251088,3.719961296,3.968921147,3.965809216,3.992603194,4.004789858,
Africa Western and Central,AFW,0,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,,,,,,,,,,,,4.472570947,,,,,,,,,3.395120021
Africa Western and Central,AFW,0,GDP per capita (current US$),NY.GDP.PCAP.CD,500.4361797,502.031662,516.9279338,605.0610071,681.8823592,826.8165382,988.8393936,1224.057612,1400.086007,1666.899847,1444.201899,1655.130138,1827.518347,1936.390962,2123.392433,2166.743309,1886.248158,1666.422406,1606.978332,1695.959215,1772.339155
Africa Western and Central,AFW,0,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2.537090063,2.593400002,2.42614007,2.636595011,2.772109985,2.790269971,2.84207499,2.741450071,3.052654982,2.741290092,3.109420061,3.078089952,2.877114892,3.013400078,3.029710054,3.648070097,3.735795021,3.025339961,3.702644944,3.511049986,
Africa Western and Central,AFW,0,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,,,,,,,,,,,,,,,,,,,,,
Africa Western and Central,AFW,0,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,0.47917659,0.466738931,1.056569374,8.771432716,14.67315583,16.47290263,31.69850544,40.37215848,51.72088632,53.20747389,69.40847358,63.88717892,61.43882782,60.75526334,60.61582409,60.97074071,60.71817371,66.37807795,67.8162296,67.49154955,68.48596034
Africa Western and Central,AFW,0,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,44.40534783,44.5246362,44.45325631,44.68735325,48.53228209,50.96436504,55.16059538,57.38505019,56.9116612,62.2441048,68.39564461,65.4861737,61.77131207,60.51876385,59.87580343,59.14534468,58.88643488,62.94770586,64.59895061,64.18241886,64.62509318
Africa Western and Central,AFW,0,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.37226617,2.530775167,4.36152914,3.188693302,1.760904101,0.694336306,5.631633514,4.415899842,3.60736768,8.449721535,3.282440376,1.784844205,4.018699075,4.578374635,2.439200761,1.75805196,2.130268062,1.494563664,1.764634952,1.481020629,1.758565176
Africa Western and Central,AFW,0,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,49.05263892,49.21971381,49.4751356,49.81692863,50.23943237,50.73341665,51.28348666,51.86820257,52.46395756,53.0495004,53.61208951,54.14430671,54.64999813,55.13894432,55.61898641,56.08826904,56.54200914,56.97476115,57.3823627,57.76234679,58.11572272
Africa Western and Central,AFW,0,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0.207991803,0.53565571,1.060305573,2.11789336,3.363368146,6.544844787,11.2604703,19.07718537,25.41722172,37.43519724,45.05032321,53.13423145,59.25287866,68.29760995,76.34620664,81.72986151,86.70769269,86.32538724,84.6725609,94.21880758,97.84158342
Africa Western and Central,AFW,0,"Mortality caused by road traffic injury (per 100,000 population)",SH.STA.TRAF.P5,,28.19554961,28.32601719,28.42959849,27.93239068,27.51139791,27.22114732,26.8119796,26.49704997,26.14925215,26.25458951,26.22833381,24.99945475,24.44453839,24.42064589,24.43532767,24.34585128,24.47174549,24.45272762,24.50373354,24.56877712
Africa Western and Central,AFW,0,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",SH.STA.WASH.P5,,,,,,,,,,,,,,,,,,58.63219215,,,
Africa Western and Central,AFW,0,Number of infant deaths,SH.DTH.IMRT,1111975,1111362,1108604,1103832,1097626,1090406,1082389,1074613,1067189,1060858,1055546,1051045,1047760,1045176,1042386,1040665,1037598,1032806,1026462,1017907,1008857
Africa Western and Central,AFW,0,"Population, total",SP.POP.TOTL,260170348,267214544,274433894,281842480,289469530,297353098,305520588,313985474,322741656,331772330,341050537,350556886,360285439,370243017,380437896,390882979,401586651,412551299,423769930,435229381,446911598
Africa Western and Central,AFW,0,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,,,,,,,,,,,,,,,,,,,,,
Africa Western and Central,AFW,0,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,
Africa Western and Central,AFW,0,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,50.18337362,52.85887292,51.32355861,46.2630897,45.45188425,45.64842789,44.09333505,40.8432102,36.93628922,41.72717142,41.55021212,38.54708441,37.70364999,36.0379351,35.16386365,34.56614593,31.23353141,,,,
Africa Western and Central,AFW,0,"School enrollment, secondary (% net)",SE.SEC.NENR,,,,,,,,,,,,,,,,,,,,,
Africa Western and Central,AFW,0,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,,6.803571208,6.71954487,6.611608922,6.599238374,6.562576426,6.568313553,6.573376934,6.561711427,6.443446985,6.443925988,6.418581398,6.391095628,6.301175546,6.20068643,5.998003147,5.768565977,5.672700957,5.55814454,5.429821054,5.409498902
Africa Western and Central,AFW,0,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,,8.092473514,,,,,7.813972144,,,,,7.494864053,,,,,6.869467733,,,6.835266062,
Africa Western and Central,AFW,0,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.784898168,4.826129001,4.75881974,4.714486057,4.679017573,4.655351912,4.640471853,4.483859585,4.379478476,4.31016625,4.478593602,4.471161285,4.466730879,4.560139285,4.356187219,4.640631559,4.54711314,5.486480348,5.927103775,5.910614964,5.928926163
Africa Western and Central,AFW,0,Urban land area (sq. km),AG.LND.TOTL.UR.K2,,44743.09784,,,,,,,,,,44743.09784,,,,,,,,,
Arab World,ARB,0,Access to electricity (% of population),EG.ELC.ACCS.ZS,78.980861,78.87247574,79.55913883,77.51197685,78.75741687,79.09690383,79.9916919,84.2563358,82.29067275,84.65056557,84.09216888,86.06507159,86.33862811,86.09902247,88.1011389,87.20162878,87.93547895,88.50426125,89.62342671,88.30632443,89.51228232
Arab World,ARB,0,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,,,,3.933184165,4.68581727,8.995040212,7.221838866,12.56667031,7.459930896,10.60277046,-7.617107482,7.587833719,11.65322249,6.732307641,3.162776024,1.421918869,-6.722493903,1.398646033,4.729879863,4.094988482,3.503410685
Arab World,ARB,0,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,,58.50760092,,,,,,,,,,65.92352622,,,,,66.08592878,,,,71.05394435
Arab World,ARB,0,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,,3.994854587,4.29616012,4.277569177,4.093474817,3.79669911,3.485452257,3.481131123,3.569070578,3.403382629,4.455953432,3.987200959,3.934860181,4.022507955,4.248667129,4.585564321,5.114793621,5.016898056,5.564192119,5.230997825,
Arab World,ARB,0,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,,,,,,,,,,,,9.804548729,,,,,,,,,12.53600133
Arab World,ARB,0,GDP per capita (current US$),NY.GDP.PCAP.CD,2377.023018,2678.314514,2536.786256,2484.845185,2696.046923,3134.872479,3765.927294,4360.06425,4963.699983,6149.711791,5180.55547,5948.674349,6870.098616,7455.041881,7505.174192,7436.580078,6346.032347,6093.331009,6095.66343,6568.984052,6570.174197
Arab World,ARB,0,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,4.6707201,,,,4.33701992,,,,,,,,,,,
Arab World,ARB,0,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,,1.599372598,1.642780824,1.576436313,1.571150866,1.606222205,1.622473709,1.649643594,1.617125984,1.639012819,1.538073605,1.547149045,1.162399268,1.161831053,1.150740936,2.274647272,1.485155602,2.073525035,1.380434026,,
Arab World,ARB,0,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,50.15333814,55.25505404,59.46046097,59.96467423,60.28750902,66.7798731,74.22896015,78.47605127,81.54589548,82.84152994,83.23517083,83.48857792,84.63902889,81.06873642,87.12863253,85.60223164,84.70701791,85.75197271,86.91140494,85.95759743,86.57486338
Arab World,ARB,0,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,81.43312385,81.45253967,81.01024781,81.15829613,81.39961776,82.04455949,82.28182046,81.86121783,83.34477709,83.16618148,85.5326782,87.05091898,87.04269685,84.40056766,85.65699275,84.25916643,84.43325682,86.7009481,86.37754722,84.58741924,84.74135124
Arab World,ARB,0,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.669373691,1.853790353,1.772204374,1.83299389,2.712592475,3.63228005,3.493685346,3.544985916,4.74390639,11.27066524,2.920897118,3.911061955,4.753163889,4.611844322,3.238108339,2.773516131,1.814077239,2.068840361,1.966825578,2.45814158,1.091848027
Arab World,ARB,0,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,67.517689,67.80059145,68.07251864,68.34024632,68.61050561,68.88618776,69.16468296,69.43945938,69.70155529,69.94217387,70.15756008,70.34991642,70.52876168,70.7037978,70.8822177,71.06426877,71.24957097,71.43654717,71.62267043,71.80707511,71.98970937
Arab World,ARB,0,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,1.468984707,3.128054337,5.650420528,8.378907927,11.39056777,16.53201764,26.29034195,38.09822498,51.49150472,61.61889079,74.50589449,87.91762277,96.84512606,102.6749138,107.3038641,106.9236201,105.7348817,103.1907993,101.0307466,99.48647313,105.1817074
Arab World,ARB,0,"Mortality caused by road traffic injury (per 100,000 population)",SH.STA.TRAF.P5,,19.67207184,19.47745513,19.77198607,20.25717272,20.147049,20.20724331,20.17592559,20.68238416,20.90430602,20.67518508,20.73332914,20.21221347,19.38833719,19.22655532,20.10398823,20.18839844,19.94257799,19.78310867,20.12842253,20.17067571
Arab World,ARB,0,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",SH.STA.WASH.P5,,,,,,,,,,,,,,,,,,7.415896268,,,
Arab World,ARB,0,Number of infant deaths,SH.DTH.IMRT,358933,350637,343094,336363,330522,325494,321238,317679,314357,311243,308505,306166,304202,302300,299804,296706,293087,288691,283808,278971,273955
Arab World,ARB,0,"Population, total",SP.POP.TOTL,276393809,282344141,288432153,294665202,301113869,307862846,314965776,322452764,330290752,338395936,346629179,354890097,363156846,371437642,379696477,387899835,396028301,404042892,411942825,419851989,427870273
Arab World,ARB,0,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,,,,,,,,,,,,,,,,,,,,,
Arab World,ARB,0,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,
Arab World,ARB,0,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,4.846387134,4.46423747,4.617561634,3.755548631,3.943509658,3.913530097,4.474439922,4.119493989,4.150216715,3.36273905,3.328485767,3.854009912,3.549765635,3.481218522,3.770384961,3.27807342,2.920701686,,,,
Arab World,ARB,0,"School enrollment, secondary (% net)",SE.SEC.NENR,50.59593,51.92024,53.24759,54.05277,55.7292,57.48235,57.5619,57.46168,57.23471,58.28565,60.34947,60.67437,62.26881,62.45941,61.08331,61.53884,62.06563,62.55911,63.06303,63.51428,
Arab World,ARB,0,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,,4.588254627,4.598488597,4.546874514,4.496885528,4.447685993,4.44466148,4.415444846,4.427816547,4.465849352,4.474988357,4.507057552,4.573289652,4.584722858,4.502490725,4.44116571,4.333516477,4.25802951,4.179461852,4.212683748,4.180325301
Arab World,ARB,0,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,,0.672858249,,,,,0.648096046,,,,,0.64622786,,,,,0.627499783,,,0.618598082,
Arab World,ARB,0,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,12.02161106,12.45970757,12.31786352,12.31953713,12.27405152,11.26625862,11.10038186,10.31336166,9.886517239,9.556738108,9.20068531,9.27022141,10.30231074,10.49599345,10.5641547,10.6778097,10.71379287,10.50766109,10.71829378,10.25657943,10.20722258
Arab World,ARB,0,Urban land area (sq. km),AG.LND.TOTL.UR.K2,,193254.6571,,,,,,,,,,193254.6571,,,,,,,,,
Caribbean small states,CSS,0,Access to electricity (% of population),EG.ELC.ACCS.ZS,87.73403678,86.7479205,89.39385368,89.24681447,89.38121107,89.88654647,90.3162375,90.79527856,91.74867885,92.88584382,92.20245892,93.39830918,93.37721797,94.39591746,94.88178763,94.80531373,95.69537023,96.73233833,97.34094736,97.73551587,98.28050491
Caribbean small states,CSS,0,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,,,,,,,,,,,,,,,,,,,,,
Caribbean small states,CSS,0,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,,72.11246549,,,,,,,,,,75.42619434,,,,,77.28213209,,,,78.11980728
Caribbean small states,CSS,0,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,,4.728298003,4.557524868,4.679651571,4.50641459,4.733052,4.661666654,4.599543655,4.813138556,4.706854231,5.452671739,5.334135024,5.177777235,5.178683447,5.302950197,5.375209887,5.737612653,6.106698615,6.415246164,6.373303379,
Caribbean small states,CSS,0,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,,,,,,,,,,,,10.41807244,,,,,,,,,11.62934214
Caribbean small states,CSS,0,GDP per capita (current US$),NY.GDP.PCAP.CD,4938.52388,5253.442085,5374.083245,5600.442574,5945.877889,6459.565377,7255.144088,8201.290506,9054.851428,10225.38043,8578.716747,9253.214027,9920.910166,10187.30151,10306.88816,10377.11289,10116.51995,9560.194679,9810.470068,10250.43407,10355.40768
Caribbean small states,CSS,0,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2.756119967,3.869560003,4.223160028,4.459119916,3.696724892,3.912549973,4.616419792,,5.49022007,6.191319942,6.198480129,6.370600224,6.266640186,6.112460136,6.251080036,6.016540051,5.455770016,5.315080166,5.260620117,5.41478014,5.16918993
Caribbean small states,CSS,0,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,,,2.492975657,,2.531527081,,2.442566084,2.556559939,2.182278493,,2.300534123,2.311662982,,2.294111886,2.242751026,,2.501152547,2.316067438,2.38671741,,
Caribbean small states,CSS,0,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,0,4.391534229,21.26334364,28.06495961,56.48573506,86.99072036,95.36529585,93.28824593,91.75242407,91.25005388,92.03837883,92.87636044,91.34891356,93.57937044,92.50581145,91.6878642,90.63375052,95.24847613,90.0222083,95.02963308,93.59532697
Caribbean small states,CSS,0,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,84.84207774,88.76282623,88.32656392,87.40329921,83.28877308,89.15225175,88.94577008,88.97461647,85.52380505,90.72008379,92.14617079,91.30464376,90.48138581,89.98119467,93.19785649,92.13387194,91.30875223,92.10625383,92.60943157,89.77605971,92.26835706
Caribbean small states,CSS,0,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.461549353,2.308815608,2.602624023,2.107334476,2.195182371,2.354332221,3.815851436,5.464555562,4.257557957,8.067647673,1.239738108,3.403267231,4.217242655,2.987662292,1.289501965,1.136309698,-0.679637508,0.488912144,1.892520278,1.282842884,1.431355982
Caribbean small states,CSS,0,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.31027893,71.41917942,71.53799942,71.71336257,71.79199379,71.923541,72.05570873,72.18703608,72.31605654,72.4407885,72.56174942,72.67940423,72.79529509,72.91180938,73.03013854,73.15059179,73.2730249,73.39595799,73.51748995,73.63710628,73.75473231
Caribbean small states,CSS,0,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,4.04894445,11.05481935,18.60757946,31.08900653,42.66910802,54.8833477,64.68923432,82.40363352,94.20747497,103.33394,110.4145693,113.8059452,107.2870653,103.5258689,108.634462,110.8645612,112.9667476,116.6999501,112.4449536,110.973817,116.5815945
Caribbean small states,CSS,0,"Mortality caused by road traffic injury (per 100,000 population)",SH.STA.TRAF.P5,,16.52819974,16.06955167,16.63534433,17.50066833,17.29401422,17.67591327,18.28259923,18.62845674,17.3520863,15.98760806,14.20747305,15.85424564,13.31648281,13.48496,14.3882176,14.4519907,14.62038624,13.97092485,14.28970716,14.4541473
Caribbean small states,CSS,0,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",SH.STA.WASH.P5,,,,,,,,,,,,,,,,,,0.915752705,,,
Caribbean small states,CSS,0,Number of infant deaths,SH.DTH.IMRT,3095,2989,2890,2797,2713,2638,2573,2508,2449,2391,2328,2270,2208,2147,2083,2020,1956,1894,1829,1768,1703
Caribbean small states,CSS,0,"Population, total",SP.POP.TOTL,6468461,6513486,6559097,6604966,6650981,6696985,6742657,6788122,6833394,6878973,6925446,6973193,7022367,7072640,7123315,7173443,7222197,7269385,7314956,7358929,7401389
Caribbean small states,CSS,0,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,,,,,,,,,,,,,,,,,,,,,
Caribbean small states,CSS,0,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,
Caribbean small states,CSS,0,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2.870737352,8.666853368,8.111429697,7.503329706,6.436429524,6.494614757,5.763818571,7.427941465,8.156859147,9.732251718,9.791246881,9.290895207,9.136455516,9.400621209,9.249508368,9.269233533,8.914779554,,,,
Caribbean small states,CSS,0,"School enrollment, secondary (% net)",SE.SEC.NENR,73.46059,73.15722,74.00953,74.25208,73.79626,75.81996,75.16683,75.11725,75.36628,75.40196,75.13246,74.6868,74.97573,73.82884,73.13051,73.56486,72.70735,73.75093,73.90341,74.27317,
Caribbean small states,CSS,0,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,,10.09024584,10.52440382,10.2421199,9.688605108,9.535809187,9.311821893,8.985502193,9.028669312,9.476408032,9.360924693,9.420877314,9.112566377,9.302778516,9.783587857,9.650193588,9.649353096,9.535746439,9.634464462,9.72597573,9.826282871
Caribbean small states,CSS,0,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,,5.862240321,,,,,5.754349896,,,,,5.660811971,,,,,5.857448023,,,5.794512657,
Caribbean small states,CSS,0,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,11.96354042,11.62607601,11.28653526,11.14187018,10.17643329,9.826438439,9.627627056,8.900222817,8.544580352,8.813727374,9.869382483,10.35345155,10.53233848,11.16144403,11.70418676,10.8999867,10.65520003,10.65267611,9.791035467,8.743085317,8.031633323
Caribbean small states,CSS,0,Urban land area (sq. km),AG.LND.TOTL.UR.K2,,9341.820633,,,,,,,,,,9341.820633,,,,,,,,,
Central Europe and the Baltics,CEB,0,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.8278347,100,100,100
Central Europe and the Baltics,CEB,0,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,1.489482753,3.874056726,3.409964784,4.064342697,3.657363508,5.775988625,6.605039298,5.538432094,6.707647724,5.691466842,-2.578457013,0.410542639,0.788431795,0.409922901,2.241912084,4.61530098,2.505203325,3.400016665,5.345590621,4.466035821,5.198165503
Central Europe and the Baltics,CEB,0,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,,89.88611458,,,,,,,,,,91.30346226,,,,,91.5356768,,,,91.12776805
